city, state_id, state_name, county, longitude, latitude, zips, fips id
Trenton,NJ,New Jersey,Mercer,40.2237,-74.764,08638 08611 08618 08629 08609 08608 08601 08602 08603 08604 08605 08606 08607 08625 08645 08646 08647 08650 08666 08695,1840001383
Collingwood Park,NJ,New Jersey,Monmouth,40.2223,-74.1338,7727,1840033251
Lakeside,NJ,New Jersey,Passaic,41.1818,-74.336,7421,1840033320
Lake Telemark,NJ,New Jersey,Morris,40.9605,-74.4967,7866,1840005196
Kingston,NJ,New Jersey,Somerset,40.3818,-74.6113,08528 08540,1840033313
Union City,NJ,New Jersey,Hudson,40.7675,-74.0323,7087,1840001034
Highland Lakes,NJ,New Jersey,Sussex,41.1716,-74.4643,07462 07422,1840033298
Weston,NJ,New Jersey,Somerset,40.5224,-74.5765,8873,1840033440
Garfield,NJ,New Jersey,Bergen,40.8791,-74.1083,7026,1840003554
Glenwood,NJ,New Jersey,Sussex,41.2512,-74.4896,7418,1840033288
Golden Triangle,NJ,New Jersey,Camden,39.9289,-75.0399,8002,1840033471
Pine Valley,NJ,New Jersey,Camden,39.7869,-74.9741,8021,1840001510
Pine Brook,NJ,New Jersey,Morris,40.8604,-74.3404,7058,1840033379
Old Tappan,NJ,New Jersey,Bergen,41.0164,-73.9856,7675,1840000913
Readington,NJ,New Jersey,Hunterdon,40.5687,-74.7377,8889,1840033396
Glendora,NJ,New Jersey,Camden,39.8405,-75.0678,8029,1840033286
Clarksville,NJ,New Jersey,Mercer,40.2965,-74.6802,8648,1840033247
Upper Montclair,NJ,New Jersey,Essex,40.8427,-74.2016,7043,1840024255
Beverly,NJ,New Jersey,Burlington,40.065,-74.9217,8010,1840001475
Morristown,NJ,New Jersey,Morris,40.7966,-74.4772,07960 07962 07963,1840003577
Taylortown,NJ,New Jersey,Morris,40.9379,-74.3946,7005,1840033426
Marcella,NJ,New Jersey,Morris,40.987,-74.4743,7866,1840033338
Marshalltown,NJ,New Jersey,Salem,39.6376,-75.4533,8079,1840033340
Leisuretowne,NJ,New Jersey,Burlington,39.8987,-74.7052,8088,1840005521
Woods Tavern,NJ,New Jersey,Somerset,40.5023,-74.6446,8844,1840033450
Wickatunk,NJ,New Jersey,Monmouth,40.3501,-74.2479,7751,1840033444
Pennington,NJ,New Jersey,Mercer,40.3263,-74.7906,8534,1840001382
West Long Branch,NJ,New Jersey,Monmouth,40.2883,-74.0186,7764,1840001370
Ocean Grove,NJ,New Jersey,Monmouth,40.2119,-74.0079,7756,1840005446
Green Village,NJ,New Jersey,Morris,40.7393,-74.4535,7935,1840033292
Blue Anchor,NJ,New Jersey,Camden,39.6896,-74.8827,8037,1840033230
Voorhees,NJ,New Jersey,Somerset,40.4822,-74.4924,8873,1840033435
Bradley Gardens,NJ,New Jersey,Somerset,40.5712,-74.6679,8807,1840033232
Leisure Village East,NJ,New Jersey,Ocean,40.038,-74.1683,8701,1840033212
Millville,NJ,New Jersey,Cumberland,39.3903,-75.0561,8332,1840001550
Shark River Hills,NJ,New Jersey,Monmouth,40.1936,-74.0477,7753,1840005450
Lavallette,NJ,New Jersey,Ocean,39.9697,-74.0721,8735,1840001492
West Creek,NJ,New Jersey,Ocean,39.6346,-74.3071,8092,1840033438
Bennetts Mills,NJ,New Jersey,Ocean,40.129,-74.2751,8527,1840033229
Farmingdale,NJ,New Jersey,Monmouth,40.1984,-74.1701,7727,1840003686
Newport,NJ,New Jersey,Cumberland,39.2968,-75.1766,8345,1840033368
Northfield,NJ,New Jersey,Atlantic,39.3723,-74.5556,8225,1840001538
Lincoln Park,NJ,New Jersey,Morris,40.9239,-74.3035,7035,1840000953
Gladstone,NJ,New Jersey,Somerset,40.7226,-74.6654,7934,1840033285
Lenola,NJ,New Jersey,Burlington,39.9623,-74.9824,8057,1840033326
Kresson,NJ,New Jersey,Camden,39.8576,-74.9213,8053,1840033315
Twin Rivers,NJ,New Jersey,Mercer,40.263,-74.4915,8520,1840005474
Newark,NJ,New Jersey,Essex,40.7242,-74.1724,07103 07102 07105 07104 07107 07106 07108 07112 07114 07101 07175 07184 07188 07189 07191 07192 07193 07195 07198 07199,1840002791
Frenchtown,NJ,New Jersey,Hunterdon,40.5279,-75.0562,8825,1840003606
Bernardsville,NJ,New Jersey,Somerset,40.7268,-74.5919,7924,1840001052
Ventnor City,NJ,New Jersey,Atlantic,39.3457,-74.486,8406,1840001539
Washington,NJ,New Jersey,Warren,40.7586,-74.9826,7882,1840000945
Andover,NJ,New Jersey,Sussex,40.9864,-74.7429,7821,1840003479
Folsom,NJ,New Jersey,Atlantic,39.5928,-74.8426,08094 08037,1840003799
Ewansville,NJ,New Jersey,Burlington,39.9784,-74.7352,8088,1840033273
Camden,NJ,New Jersey,Camden,39.9361,-75.1072,08104 08105 08102 08103 08101,1840001507
Robbinsville,NJ,New Jersey,Mercer,40.2197,-74.6273,8691,1840025550
Darlington,NJ,New Jersey,Bergen,41.0804,-74.1821,7430,1840033258
Penns Neck,NJ,New Jersey,Mercer,40.3323,-74.6368,8540,1840033376
Broadway,NJ,New Jersey,Warren,40.7356,-75.0494,07882 08808,1840024220
Buena,NJ,New Jersey,Atlantic,39.5283,-74.9448,08326 08310 08341 08360,1840001534
Whitesboro,NJ,New Jersey,Cape May,39.0417,-74.8674,08210 08252,1840033443
Garwood,NJ,New Jersey,Union,40.6512,-74.3231,7027,1840003615
Land of Pines,NJ,New Jersey,Monmouth,40.1582,-74.2288,7731,1840033322
Sparta,NJ,New Jersey,Sussex,41.0334,-74.6385,7871,1840033416
Far Hills,NJ,New Jersey,Somerset,40.6905,-74.6257,7931,1840003611
Evesboro,NJ,New Jersey,Burlington,39.9134,-74.9235,8053,1840033271
Red Lion,NJ,New Jersey,Burlington,39.8896,-74.7446,8088,1840033397
Anderson,NJ,New Jersey,Warren,40.7614,-74.9304,07882 07865,1840024216
Spring Lake Heights,NJ,New Jersey,Monmouth,40.1521,-74.0429,7762,1840001367
Butler,NJ,New Jersey,Morris,40.9991,-74.3472,7405,1840000947
Winslow,NJ,New Jersey,Camden,39.6573,-74.8624,8095,1840033446
Millington,NJ,New Jersey,Morris,40.6773,-74.5177,7946,1840033348
Paulsboro,NJ,New Jersey,Gloucester,39.8401,-75.2398,8066,1840001523
Linden,NJ,New Jersey,Union,40.6251,-74.238,7036,1840001094
Tavistock,NJ,New Jersey,Camden,39.8757,-75.0276,8033,1840001517
Bay Head,NJ,New Jersey,Ocean,40.07,-74.048,8742,1840003756
West Freehold,NJ,New Jersey,Monmouth,40.2324,-74.2943,7728,1840005454
Tennent,NJ,New Jersey,Monmouth,40.2796,-74.3343,7726,1840033427
Bakersville,NJ,New Jersey,Mercer,40.2748,-74.7063,8648,1840033223
Brookfield,NJ,New Jersey,Camden,40.8183,-75.0612,7823,1840033464
Manahawkin,NJ,New Jersey,Ocean,39.693,-74.2493,8050,1840005535
Berlin,NJ,New Jersey,Camden,39.7914,-74.9373,8009,1840001505
Whitman Square,NJ,New Jersey,Gloucester,39.7459,-75.0343,8012,1840033461
Florham Park,NJ,New Jersey,Morris,40.7772,-74.3953,07961 07932,1840003582
Pellettown,NJ,New Jersey,Sussex,41.1615,-74.6746,7822,1840033375
Long Branch,NJ,New Jersey,Monmouth,40.2965,-73.9915,7740,1840003673
Princeton Junction,NJ,New Jersey,Mercer,40.3207,-74.6236,08550 08540,1840005472
Harrington Park,NJ,New Jersey,Bergen,40.9899,-73.9802,7640,1840003557
Maple Shade,NJ,New Jersey,Burlington,39.9526,-74.9924,8052,1840033337
Gilford Park,NJ,New Jersey,Ocean,39.9487,-74.1371,8753,1840033283
Bridgeport,NJ,New Jersey,Gloucester,39.8009,-75.3474,8014,1840033234
Ship Bottom,NJ,New Jersey,Ocean,39.6458,-74.1834,8008,1840001489
Lodi,NJ,New Jersey,Bergen,40.8784,-74.0815,7644,1840003535
Hasbrouck Heights,NJ,New Jersey,Bergen,40.862,-74.0742,7604,1840003558
Golf View,NJ,New Jersey,Salem,39.7007,-75.4694,8069,1840033289
Collings Lakes,NJ,New Jersey,Atlantic,39.5939,-74.882,8094,1840005595
Ho-Ho-Kus,NJ,New Jersey,Bergen,41.0002,-74.0975,7423,1840003561
Point Pleasant Beach,NJ,New Jersey,Ocean,40.0927,-74.0457,8742,1840001486
Teterboro,NJ,New Jersey,Bergen,40.8574,-74.0597,07608 07699,1840000919
Fairton,NJ,New Jersey,Cumberland,39.3758,-75.213,8302,1840001547
Bridgeton,NJ,New Jersey,Cumberland,39.4284,-75.2284,8302,1840016610
Dunellen,NJ,New Jersey,Middlesex,40.5902,-74.4656,8812,1840003634
Long Valley,NJ,New Jersey,Morris,40.7826,-74.7777,7853,1840005197
Succasunna,NJ,New Jersey,Morris,40.8509,-74.6595,7876,1840024235
Hightstown,NJ,New Jersey,Mercer,40.2685,-74.525,8520,1840003708
Plainsboro Center,NJ,New Jersey,Middlesex,40.3311,-74.5938,8536,1840033473
Hancocks Bridge,NJ,New Jersey,Salem,39.5046,-75.4611,08302 08038,1840024373
Chesilhurst,NJ,New Jersey,Camden,39.7307,-74.8784,8089,1840001508
Riviera Beach,NJ,New Jersey,Ocean,40.0979,-74.1001,8724,1840033402
Gibbsboro,NJ,New Jersey,Camden,39.8331,-74.9656,8026,1840003776
Rossmoor,NJ,New Jersey,Middlesex,40.336,-74.4726,8831,1840033485
Riverside Park,NJ,New Jersey,Burlington,40.0384,-74.9746,8075,1840033401
Mount Fern,NJ,New Jersey,Morris,40.8657,-74.5785,7869,1840033354
Barnegat Light,NJ,New Jersey,Ocean,39.752,-74.1106,08008 08006,1840003755
Rahway,NJ,New Jersey,Union,40.6078,-74.2808,7065,1840001091
Delaware,NJ,New Jersey,Warren,40.8907,-75.0665,7833,1840024223
Green Knoll,NJ,New Jersey,Somerset,40.6048,-74.615,8807,1840033460
Piscataway,NJ,New Jersey,Middlesex,40.4993,-74.399,8817,1840033380
Clyde,NJ,New Jersey,Somerset,40.4874,-74.5132,8873,1840033249
East Hanover,NJ,New Jersey,Morris,40.8201,-74.3649,7936,1840033479
Woodbury,NJ,New Jersey,Gloucester,39.8378,-75.1523,8096,1840001527
Green Grove,NJ,New Jersey,Monmouth,40.2343,-74.0774,7753,1840033290
Riverside,NJ,New Jersey,Burlington,40.0323,-74.9574,8075,1840033400
Dennisville,NJ,New Jersey,Cape May,39.1932,-74.8252,8270,1840016637
Cliffwood,NJ,New Jersey,Monmouth,40.4368,-74.2396,7721,1840033248
Glenside,NJ,New Jersey,Salem,39.6665,-75.4883,8070,1840033287
Pedricktown,NJ,New Jersey,Salem,39.7612,-75.4077,8067,1840024374
Marlboro,NJ,New Jersey,Monmouth,40.3154,-74.2463,7746,1840033339
Monmouth Beach,NJ,New Jersey,Monmouth,40.3364,-73.9863,7750,1840001364
North Bergen,NJ,New Jersey,Hudson,40.8043,-74.0121,7047,1840033452
East Freehold,NJ,New Jersey,Monmouth,40.2718,-74.2426,7728,1840005441
Allenhurst,NJ,New Jersey,Monmouth,40.2362,-74.0018,7711,1840003682
Englishtown,NJ,New Jersey,Monmouth,40.2971,-74.3607,7726,1840003680
Star Cross,NJ,New Jersey,Gloucester,39.6465,-75.0152,8322,1840033420
Kendall Park,NJ,New Jersey,Middlesex,40.4137,-74.5627,08824 08852,1840005419
Princeton,NJ,New Jersey,Mercer,40.3563,-74.6694,08540 08542 08541 08543 08544,1840001381
Penns Grove,NJ,New Jersey,Salem,39.7275,-75.469,8069,1840001530
South Toms River,NJ,New Jersey,Ocean,39.9415,-74.2092,8757,1840001490
East Trenton Heights,NJ,New Jersey,Mercer,40.2587,-74.7099,8619,1840033264
High Bridge,NJ,New Jersey,Hunterdon,40.6684,-74.8938,8829,1840003609
Roselle Park,NJ,New Jersey,Union,40.6653,-74.2667,7204,1840001093
Willingboro,NJ,New Jersey,Burlington,40.0279,-74.8691,8046,1840033445
Port Colden,NJ,New Jersey,Warren,40.7683,-74.9542,7882,1840033388
Stockholm,NJ,New Jersey,Sussex,41.0895,-74.5171,7460,1840033422
Oak Valley,NJ,New Jersey,Gloucester,39.8054,-75.1589,8090,1840033371
Thorofare,NJ,New Jersey,Gloucester,39.8423,-75.1963,8086,1840033428
New Brunswick,NJ,New Jersey,Middlesex,40.487,-74.445,08901 08903 08906 08933 08989,1840001339
Ramblewood,NJ,New Jersey,Burlington,39.9322,-74.9525,8054,1840033392
East Millstone,NJ,New Jersey,Somerset,40.5011,-74.5661,8873,1840024273
Wood-Ridge,NJ,New Jersey,Bergen,40.8509,-74.0878,7075,1840000925
Clementon,NJ,New Jersey,Camden,39.8045,-74.985,8021,1840003773
Bound Brook,NJ,New Jersey,Somerset,40.5676,-74.5385,8805,1840001053
Strathmore,NJ,New Jersey,Monmouth,40.4018,-74.2194,7747,1840005451
Mountainside,NJ,New Jersey,Union,40.681,-74.3605,7092,1840003612
Annandale,NJ,New Jersey,Hunterdon,40.6469,-74.8881,08801 08809,1840033215
Cliffside Park,NJ,New Jersey,Bergen,40.8221,-73.9878,7010,1840003537
Westville,NJ,New Jersey,Gloucester,39.8704,-75.1302,8093,1840001526
Salem,NJ,New Jersey,Salem,39.568,-75.4723,8079,1840001529
Harrison,NJ,New Jersey,Hudson,40.7431,-74.1532,7029,1840003598
Whitehouse Station,NJ,New Jersey,Hunterdon,40.6159,-74.772,08833 08889,1840033442
Edgewater,NJ,New Jersey,Bergen,40.8234,-73.974,7020,1840003543
Somerville,NJ,New Jersey,Somerset,40.5696,-74.6092,8876,1840001056
Palmyra,NJ,New Jersey,Burlington,40.0025,-75.0359,8065,1840001479
Nesco,NJ,New Jersey,Atlantic,39.6382,-74.6965,8037,1840033362
Middlesex,NJ,New Jersey,Middlesex,40.5744,-74.5011,8846,1840001337
Estell Manor,NJ,New Jersey,Atlantic,39.3585,-74.7751,08317 08319 08330 08270,1840003796
Colonia,NJ,New Jersey,Middlesex,40.5929,-74.3151,7067,1840005411
Cedar Brook,NJ,New Jersey,Camden,39.7154,-74.9007,8081,1840033241
Jobstown,NJ,New Jersey,Burlington,40.0371,-74.6929,8041,1840033312
Clarksburg,NJ,New Jersey,Monmouth,40.1887,-74.4407,8510,1840033246
North Haledon,NJ,New Jersey,Passaic,40.9627,-74.1845,7508,1840000836
Sea Isle City,NJ,New Jersey,Cape May,39.1538,-74.6964,8243,1840001596
Cassville,NJ,New Jersey,Ocean,40.1046,-74.3865,8527,1840033240
Kingston Estates,NJ,New Jersey,Camden,39.9188,-74.9898,8034,1840033314
Hope,NJ,New Jersey,Warren,40.9098,-74.9647,7825,1840024229
Iselin,NJ,New Jersey,Middlesex,40.5701,-74.3171,8830,1840005418
Imlaystown,NJ,New Jersey,Monmouth,40.1676,-74.5152,8501,1840033305
Midland Park,NJ,New Jersey,Bergen,40.9952,-74.141,7432,1840000905
West Cape May,NJ,New Jersey,Cape May,38.9423,-74.9377,8204,1840001600
Ramtown,NJ,New Jersey,Monmouth,40.1144,-74.149,7731,1840033393
Mount Hope,NJ,New Jersey,Morris,40.9262,-74.5427,7885,1840033358
Prospect Plains,NJ,New Jersey,Middlesex,40.324,-74.471,8831,1840033391
Martinsville,NJ,New Jersey,Somerset,40.6034,-74.5755,08836 08805 08807,1840024279
Fairview,NJ,New Jersey,Bergen,40.8182,-74.0023,7022,1840003549
Cape May Court House,NJ,New Jersey,Cape May,39.079,-74.8211,8210,1840005864
Oxford,NJ,New Jersey,Warren,40.8052,-74.9966,7863,1840005194
Stratford,NJ,New Jersey,Camden,39.8289,-75.0154,8084,1840001516
Apshawa,NJ,New Jersey,Passaic,41.0176,-74.3629,7480,1840033216
Sayreville,NJ,New Jersey,Middlesex,40.4655,-74.3237,08872 08879 08859 08871,1840001332
Lawnside,NJ,New Jersey,Camden,39.8672,-75.0289,8045,1840001514
Beemerville,NJ,New Jersey,Sussex,41.2107,-74.6916,7461,1840033228
Mickleton,NJ,New Jersey,Gloucester,39.7901,-75.2377,8056,1840033345
Woodbridge,NJ,New Jersey,Middlesex,40.5551,-74.2848,7095,1840005423
Glen Gardner,NJ,New Jersey,Hunterdon,40.7004,-74.9396,8826,1840003607
Mount Ephraim,NJ,New Jersey,Camden,39.8805,-75.0915,8059,1840003772
Belle Mead,NJ,New Jersey,Somerset,40.4645,-74.6725,8502,1840024271
Green Pond,NJ,New Jersey,Morris,41.0173,-74.4777,7435,1840033291
Wildwood Crest,NJ,New Jersey,Cape May,38.9717,-74.8383,8260,1840001603
Tuckerton,NJ,New Jersey,Ocean,39.5973,-74.3306,8087,1840001495
Carlstadt,NJ,New Jersey,Bergen,40.825,-74.0614,7072,1840000895
Hampton,NJ,New Jersey,Hunterdon,40.7067,-74.9642,8827,1840003608
Brunswick Gardens,NJ,New Jersey,Middlesex,40.3907,-74.3363,8857,1840033238
Turnersville,NJ,New Jersey,Gloucester,39.7666,-75.0614,08080 08012 08032,1840005565
Bogota,NJ,New Jersey,Bergen,40.8753,-74.0293,7603,1840000894
Pine Hill,NJ,New Jersey,Camden,39.7879,-74.9858,08009 08021,1840001509
Mountain Lakes,NJ,New Jersey,Morris,40.8907,-74.4406,7046,1840003578
Mercerville,NJ,New Jersey,Mercer,40.2361,-74.6917,08690 08619,1840033344
Masonville,NJ,New Jersey,Burlington,39.9784,-74.8702,8054,1840033341
Unionville,NJ,New Jersey,Burlington,40.0054,-74.7646,8060,1840033431
Palisades Park,NJ,New Jersey,Bergen,40.847,-73.9965,7650,1840000915
North Beach Haven,NJ,New Jersey,Ocean,39.6008,-74.2119,8008,1840005532
Mount Olive,NJ,New Jersey,Morris,40.8515,-74.7329,7836,1840033359
Rosenhayn,NJ,New Jersey,Cumberland,39.4787,-75.1379,08352 08302,1840005751
North Plainfield,NJ,New Jersey,Somerset,40.621,-74.4385,07063 07060,1840001059
New Village,NJ,New Jersey,Warren,40.7184,-75.0774,8886,1840033366
Ogdensburg,NJ,New Jersey,Sussex,41.0769,-74.5976,7439,1840000787
Forked River,NJ,New Jersey,Ocean,39.8202,-74.1456,8731,1840005524
Lumberton,NJ,New Jersey,Burlington,39.9659,-74.8052,8048,1840033330
Cream Ridge,NJ,New Jersey,Monmouth,40.1351,-74.524,8514,1840033255
Smalleytown,NJ,New Jersey,Somerset,40.6559,-74.4782,7059,1840033413
Finderne,NJ,New Jersey,Somerset,40.5626,-74.5744,8807,1840024274
Browntown,NJ,New Jersey,Middlesex,40.4018,-74.3065,8857,1840033237
Milford,NJ,New Jersey,Hunterdon,40.5694,-75.0907,8848,1840001041
Cresskill,NJ,New Jersey,Bergen,40.9405,-73.9597,7626,1840003539
Mount Rose,NJ,New Jersey,Mercer,40.3693,-74.739,8525,1840033360
Keansburg,NJ,New Jersey,Monmouth,40.4469,-74.1323,7734,1840003690
Wanamassa,NJ,New Jersey,Monmouth,40.2366,-74.0294,7712,1840005452
Barnegat,NJ,New Jersey,Ocean,39.7547,-74.2224,8005,1840005525
Richwood,NJ,New Jersey,Gloucester,39.714,-75.1735,08028 08071 08074 08062,1840033399
McCoys Corner,NJ,New Jersey,Sussex,41.1979,-74.6302,7461,1840033343
Jacksons Mills,NJ,New Jersey,Ocean,40.1479,-74.324,8527,1840033308
Fair Lawn,NJ,New Jersey,Bergen,40.9358,-74.1177,7410,1840003548
Bridgeville,NJ,New Jersey,Warren,40.8371,-75.0244,7823,1840033235
Madison Park,NJ,New Jersey,Middlesex,40.4461,-74.296,08879 08859 08857,1840005421
Port Reading,NJ,New Jersey,Middlesex,40.567,-74.2476,07077 07001 07064,1840005417
Mine Hill,NJ,New Jersey,Morris,40.8779,-74.5938,7803,1840033349
Rumson,NJ,New Jersey,Monmouth,40.3626,-74.0046,7760,1840001360
Woodbine,NJ,New Jersey,Cape May,39.2284,-74.8097,8270,1840001604
East Orange,NJ,New Jersey,Essex,40.7651,-74.2118,07018 07017 07019,1840002792
Plainsboro,NJ,New Jersey,Middlesex,40.3334,-74.6004,8536,1840033381
Medford Lakes,NJ,New Jersey,Burlington,39.8582,-74.8051,8055,1840003752
Corbin City,NJ,New Jersey,Atlantic,39.3046,-74.7197,8270,1840003794
Colesville,NJ,New Jersey,Sussex,41.2751,-74.6499,7461,1840033250
Plumbsock,NJ,New Jersey,Sussex,41.2187,-74.6707,7461,1840033386
Roebling,NJ,New Jersey,Burlington,40.1167,-74.7775,8554,1840024353
Cranbury,NJ,New Jersey,Middlesex,40.3102,-74.5168,8512,1840005413
Brookside,NJ,New Jersey,Morris,40.7943,-74.5679,7960,1840033236
Gibbstown,NJ,New Jersey,Gloucester,39.8233,-75.2783,8027,1840005564
Country Lake Estates,NJ,New Jersey,Burlington,39.9489,-74.5411,8015,1840005518
Watchung,NJ,New Jersey,Somerset,40.6433,-74.4391,7069,1840001061
Waretown,NJ,New Jersey,Ocean,39.7898,-74.1925,8758,1840005537
Marlton,NJ,New Jersey,Burlington,39.9015,-74.9296,8053,1840005522
Shrewsbury,NJ,New Jersey,Monmouth,40.3249,-74.06,7702,1840001363
Fieldsboro,NJ,New Jersey,Burlington,40.1362,-74.7297,8505,1840003753
Westwood,NJ,New Jersey,Bergen,40.9878,-74.0307,7675,1840000923
Clarksboro,NJ,New Jersey,Gloucester,39.7998,-75.2238,8020,1840033245
Beckett,NJ,New Jersey,Gloucester,39.7565,-75.3565,8085,1840033476
Newton,NJ,New Jersey,Sussex,41.0535,-74.7527,7860,1840000786
Blairstown,NJ,New Jersey,Warren,40.9852,-74.9573,7825,1840024218
Caldwell,NJ,New Jersey,Essex,40.839,-74.2777,07006 07007,1840005354
Oakhurst,NJ,New Jersey,Monmouth,40.2607,-74.0263,7755,1840005445
Barrington,NJ,New Jersey,Camden,39.8689,-75.0514,08007 08033,1840003771
Northvale,NJ,New Jersey,Bergen,41.0096,-73.9502,7647,1840000910
Port Monmouth,NJ,New Jersey,Monmouth,40.4337,-74.101,07748 07758,1840005447
White Horse,NJ,New Jersey,Mercer,40.192,-74.7022,08690 08610,1840005475
Strathmere,NJ,New Jersey,Cape May,39.1951,-74.6612,8248,1840005868
Beachwood,NJ,New Jersey,Ocean,39.9282,-74.2022,8722,1840001483
Lamington,NJ,New Jersey,Somerset,40.6609,-74.7174,7921,1840033321
Eldridge Park,NJ,New Jersey,Mercer,40.2654,-74.7449,8648,1840033267
Belvidere,NJ,New Jersey,Warren,40.8295,-75.073,7823,1840000943
Vienna,NJ,New Jersey,Warren,40.8698,-74.881,07840 07880,1840024233
Freehold,NJ,New Jersey,Monmouth,40.2595,-74.2753,7728,1840003687
Mays Landing,NJ,New Jersey,Atlantic,39.4526,-74.7239,08330 08342,1840005597
Pompton Plains,NJ,New Jersey,Morris,40.9682,-74.2957,7444,1840033387
Roseland,NJ,New Jersey,Essex,40.8207,-74.3085,7068,1840000998
Passaic,NJ,New Jersey,Passaic,40.8574,-74.1281,7055,1840000837
Cross Keys,NJ,New Jersey,Gloucester,39.7134,-75.0296,8094,1840033256
Dover Beaches North,NJ,New Jersey,Ocean,39.992,-74.0714,8735,1840005528
Echelon,NJ,New Jersey,Camden,39.8482,-74.9957,8043,1840033470
Monroeville,NJ,New Jersey,Salem,39.629,-75.1593,8343,1840033351
Mantoloking,NJ,New Jersey,Ocean,40.0436,-74.0512,8738,1840003754
Ellisburg,NJ,New Jersey,Camden,39.9199,-75.0093,08002 08034,1840033268
Braddock,NJ,New Jersey,Camden,39.7009,-74.8896,8037,1840033231
Blackwells Mills,NJ,New Jersey,Somerset,40.4814,-74.5714,8873,1840033455
Van Hiseville,NJ,New Jersey,Ocean,40.1118,-74.3426,8527,1840033432
Rutherford,NJ,New Jersey,Bergen,40.8203,-74.1058,7070,1840000902
Cape May Point,NJ,New Jersey,Cape May,38.9372,-74.9649,8212,1840001595
Hillsdale,NJ,New Jersey,Bergen,41.0074,-74.0441,7642,1840003560
Chester,NJ,New Jersey,Morris,40.7874,-74.6921,7930,1840000949
Point Pleasant,NJ,New Jersey,Ocean,40.0772,-74.0702,8742,1840001485
Lake Mohawk,NJ,New Jersey,Sussex,41.0151,-74.6639,7871,1840004955
Little Ferry,NJ,New Jersey,Bergen,40.8463,-74.0386,7643,1840003534
Newfoundland,NJ,New Jersey,Passaic,41.0465,-74.4352,7435,1840033367
Beach Haven,NJ,New Jersey,Ocean,39.5659,-74.2488,8008,1840001482
Zarephath,NJ,New Jersey,Somerset,40.5361,-74.5745,08873 08890,1840024282
Newfield,NJ,New Jersey,Gloucester,39.5486,-75.0171,8344,1840001522
Atlantic City,NJ,New Jersey,Atlantic,39.3795,-74.4524,08401 08404 08405,1840003798
Spring Lake,NJ,New Jersey,Monmouth,40.1538,-74.0273,7762,1840001366
Essex Fells,NJ,New Jersey,Essex,40.8268,-74.2798,7021,1840005355
Dorothy,NJ,New Jersey,Atlantic,39.4007,-74.8238,8317,1840033263
Asbury Park,NJ,New Jersey,Monmouth,40.2226,-74.0118,7712,1840003684
Glassboro,NJ,New Jersey,Gloucester,39.7014,-75.1119,8028,1840003789
Crosswicks,NJ,New Jersey,Burlington,40.1534,-74.6477,8515,1840033257
Stewartsville,NJ,New Jersey,Warren,40.6939,-75.1115,8886,1840024232
Roselle,NJ,New Jersey,Union,40.6527,-74.2599,7203,1840001092
Williamstown,NJ,New Jersey,Gloucester,39.6874,-74.9785,8094,1840016785
Haledon,NJ,New Jersey,Passaic,40.9363,-74.1886,07508 07538,1840003512
Pequannock,NJ,New Jersey,Morris,40.9523,-74.2988,7444,1840033377
Elmer,NJ,New Jersey,Salem,39.5915,-75.1742,8318,1840003791
Middletown,NJ,New Jersey,Monmouth,40.3943,-74.1171,7748,1840033457
Woodstock,NJ,New Jersey,Morris,40.9954,-74.526,7438,1840033451
Mahwah,NJ,New Jersey,Bergen,41.0887,-74.1438,7430,1840033334
Skillman,NJ,New Jersey,Somerset,40.4247,-74.714,8558,1840024281
Smithburg,NJ,New Jersey,Monmouth,40.209,-74.3529,7728,1840033414
Elmwood Park,NJ,New Jersey,Bergen,40.9048,-74.1201,7407,1840003544
Laurence Harbor,NJ,New Jersey,Middlesex,40.4489,-74.2496,08879 07721 07735,1840005420
Woodbury Heights,NJ,New Jersey,Gloucester,39.8161,-75.1512,8097,1840001528
Merchantville,NJ,New Jersey,Camden,39.9501,-75.0503,8109,1840003770
Pleasant Grove,NJ,New Jersey,Ocean,40.1246,-74.3429,8527,1840033382
Dayton,NJ,New Jersey,Middlesex,40.3815,-74.5137,8810,1840005414
Whippany,NJ,New Jersey,Morris,40.8245,-74.4171,7981,1840033441
Ramsey,NJ,New Jersey,Bergen,41.0595,-74.1457,7446,1840000896
Hainesport,NJ,New Jersey,Burlington,39.9837,-74.8271,8036,1840033293
Mantua,NJ,New Jersey,Gloucester,39.794,-75.1721,8051,1840033336
Jamesburg,NJ,New Jersey,Middlesex,40.3494,-74.4403,8831,1840003637
Rockleigh,NJ,New Jersey,Bergen,41.0024,-73.9328,7647,1840000901
Francis Mills,NJ,New Jersey,Ocean,40.1348,-74.3974,8527,1840033279
Pemberton Heights,NJ,New Jersey,Burlington,39.9565,-74.6767,8068,1840005519
Englewood,NJ,New Jersey,Bergen,40.8917,-73.9735,7631,1840003546
Port Murray,NJ,New Jersey,Warren,40.7913,-74.9137,7865,1840033389
Norwood,NJ,New Jersey,Bergen,40.9932,-73.9509,7648,1840000911
Clearbrook Park,NJ,New Jersey,Middlesex,40.3097,-74.4644,8831,1840033478
Lindenwold,NJ,New Jersey,Camden,39.8171,-74.9894,8021,1840000730
Hutchinson,NJ,New Jersey,Warren,40.7818,-75.1252,8865,1840033304
Vincentown,NJ,New Jersey,Burlington,39.934,-74.7485,8088,1840033434
Englewood Cliffs,NJ,New Jersey,Bergen,40.8821,-73.9466,7632,1840003547
Franklin,NJ,New Jersey,Sussex,41.1101,-74.5886,7416,1840003480
Weehawken,NJ,New Jersey,Hudson,40.7695,-74.0204,7086,1840033454
